time,summary,icon,precipIntensity,precipProbability,temperature,apparentTemperature,dewPoint,humidity,windSpeed,windGust,windBearing,cloudCover,uvIndex,visibility,precipType,precipAccumulation,pressure,ozone,isocal,id_poi,hour,day
1483225200,Overcast,cloudy,0.0,0.0,3.072222222222223,0.16111111111111065,34.69,0.89,6.79,9.05,202.0,0.89,0.0,6.216,,,,,52-07T00,1,0,2017-01-01
1483228800,Mostly Cloudy,partly-cloudy-night,0.0,0.0,3.238888888888888,0.56111111111111,34.2,0.87,6.24,9.05,211.0,0.75,0.0,5.173,,,,,52-07T01,1,1,2017-01-01
1483232400,Mostly Cloudy,partly-cloudy-night,0.0,0.0,2.938888888888888,-0.04999999999999992,32.87,0.84,6.94,10.44,210.0,0.75,0.0,4.83,,,,,52-07T02,1,2,2017-01-01
1483236000,Overcast,cloudy,0.0,0.0,2.738888888888889,-0.36666666666666675,32.46,0.84,7.17,9.9,218.0,0.89,0.0,6.216,,,,,52-07T03,1,3,2017-01-01
1483239600,Overcast,cloudy,0.0,0.0,2.8388888888888886,-0.14444444444444532,32.62,0.84,6.86,7.66,216.0,0.89,0.0,6.216,,,,,52-07T04,1,4,2017-01-01
1483243200,Overcast,cloudy,0.0,0.0,2.7111111111111126,0.07222222222222364,32.79,0.85,5.88,7.68,216.0,0.89,0.0,6.216,,,,,52-07T05,1,5,2017-01-01
1483246800,Overcast,cloudy,0.0,0.0,2.6111111111111125,-0.12777777777777802,32.34,0.84,6.08,7.71,218.0,0.89,0.0,6.216,,,,,52-07T06,1,6,2017-01-01
1483250400,Overcast,cloudy,0.0,0.0,2.411111111111113,-0.2777777777777778,32.08,0.84,5.86,9.38,210.0,0.89,0.0,6.216,,,,,52-07T07,1,7,2017-01-01
1483254000,Mostly Cloudy,partly-cloudy-night,0.0,0.0,1.3722222222222216,-1.9277777777777771,30.23,0.84,6.92,8.14,205.0,0.75,0.0,6.216,,,,,52-07T08,1,8,2017-01-01
1483257600,Mostly Cloudy,partly-cloudy-day,0.0,0.0,1.0777777777777766,-2.144444444444444,29.95,0.85,6.55,9.2,216.0,0.75,0.0,6.216,,,,,52-07T09,1,9,2017-01-01
1483261200,Mostly Cloudy,partly-cloudy-day,0.0,0.0,1.1999999999999982,-1.9611111111111117,29.75,0.84,6.47,8.15,216.0,0.75,0.0,6.216,,,,,52-07T10,1,10,2017-01-01
1483264800,Mostly Cloudy,partly-cloudy-day,0.0,0.0,2.0222222222222226,-1.0777777777777784,29.74,0.79,6.72,8.07,210.0,0.75,0.0,6.216,,,,,52-07T11,1,11,2017-01-01
1483268400,Mostly Cloudy,partly-cloudy-day,0.0,0.0,2.8388888888888886,0.07222222222222364,30.75,0.78,6.27,8.76,208.0,0.75,0.0,6.216,,,,,52-07T12,1,12,2017-01-01
1483272000,Mostly Cloudy,partly-cloudy-day,0.0,0.0,3.622222222222224,1.1999999999999982,30.91,0.74,5.75,9.05,221.0,0.75,0.0,6.216,,,,,52-07T13,1,13,2017-01-01
1483275600,Mostly Cloudy,partly-cloudy-day,0.0,0.0,3.633333333333333,1.2388888888888872,30.66,0.73,5.7,8.05,222.0,0.75,0.0,6.216,,,,,52-07T14,1,14,2017-01-01
1483279200,Mostly Cloudy,partly-cloudy-day,0.0,0.0,3.3722222222222222,0.7166666666666662,30.2,0.73,6.24,9.08,214.0,0.75,0.0,6.216,,,,,52-07T15,1,15,2017-01-01
1483282800,Mostly Cloudy,partly-cloudy-night,0.0,0.0,3.2833333333333314,0.7055555555555573,30.84,0.75,5.99,7.81,211.0,0.75,0.0,6.216,,,,,52-07T16,1,16,2017-01-01
1483286400,Mostly Cloudy,partly-cloudy-night,0.0,0.0,2.9666666666666686,0.7166666666666662,30.33,0.76,5.07,7.81,208.0,0.75,0.0,6.216,,,,,52-07T17,1,17,2017-01-01
1483290000,Mostly Cloudy,partly-cloudy-night,0.0,0.0,2.411111111111113,0.11666666666666714,29.51,0.76,4.95,7.17,203.0,0.75,0.0,6.216,,,,,52-07T18,1,18,2017-01-01
1483293600,Mostly Cloudy,partly-cloudy-night,0.0,0.0,2.2666666666666657,-0.344444444444445,29.3,0.76,5.6,9.15,203.0,0.75,0.0,6.216,,,,,52-07T19,1,19,2017-01-01
1483297200,Mostly Cloudy,partly-cloudy-night,0.0,0.0,1.7666666666666666,-0.2499999999999996,28.55,0.77,4.19,6.22,204.0,0.75,0.0,6.216,,,,,52-07T20,1,20,2017-01-01
1483300800,Mostly Cloudy,partly-cloudy-night,0.0,0.0,1.5277777777777777,-0.7388888888888879,28.23,0.77,4.6,6.61,206.0,0.75,0.0,6.216,,,,,52-07T21,1,21,2017-01-01
1483304400,Mostly Cloudy,partly-cloudy-night,0.0,0.0,0.9166666666666659,-2.000000000000001,26.77,0.76,5.72,7.6,225.0,0.75,0.0,6.216,,,,,52-07T22,1,22,2017-01-01
1483308000,Mostly Cloudy,partly-cloudy-night,0.0,0.0,0.19444444444444522,-2.983333333333334,26.7,0.79,6.02,8.52,234.0,0.75,0.0,6.216,,,,,52-07T23,1,23,2017-01-01
1483311600,Mostly Cloudy,partly-cloudy-night,0.0,0.0,0.5999999999999991,-2.933333333333334,27.55,0.8,7.12,9.63,242.0,0.75,0.0,6.216,,,,,01-01T00,1,0,2017-01-02
1483315200,Mostly Cloudy,partly-cloudy-night,0.0,0.0,0.8388888888888878,-2.372222222222222,28.11,0.8,6.39,11.81,253.0,0.86,0.0,6.216,,,,,01-01T01,1,1,2017-01-02
1483318800,Mostly Cloudy,partly-cloudy-night,0.0,0.0,0.08333333333333254,-3.6555555555555546,29.12,0.88,7.39,10.83,248.0,0.86,0.0,4.768,,,,,01-01T02,1,2,2017-01-02
1483322400,Mostly Cloudy,partly-cloudy-night,0.0,0.0,-0.2666666666666669,-3.827777777777778,29.81,0.93,6.73,8.64,240.0,0.75,0.0,3.605,,,,,01-01T03,1,3,2017-01-02
1483326000,Overcast,cloudy,0.0,0.0,0.40555555555555384,-2.9611111111111104,30.75,0.92,6.58,9.27,248.0,0.89,0.0,3.181,,,,,01-01T04,1,4,2017-01-02
1483329600,Overcast,cloudy,0.0,0.0,0.38888888888889045,-2.922222222222223,31.45,0.95,6.43,9.05,253.0,0.89,0.0,2.405,,,,,01-01T05,1,5,2017-01-02
1483333200,Overcast,cloudy,0.0011,0.03,0.5277777777777793,-2.6888888888888887,31.66,0.95,6.26,8.31,256.0,0.89,0.0,2.541,snow,0.0108,,,01-01T06,1,6,2017-01-02
1483336800,Overcast,cloudy,0.0,0.0,0.7388888888888879,-2.3277777777777784,31.85,0.94,5.99,10.18,247.0,1.0,0.0,3.31,,,,,01-01T07,1,7,2017-01-02
1483340400,Mostly Cloudy,partly-cloudy-night,0.0014,0.2,1.0999999999999983,-2.3666666666666676,32.27,0.93,7.22,10.31,257.0,0.75,0.0,3.239,snow,0.0132,,,01-01T08,1,8,2017-01-02
1483344000,Mostly Cloudy,partly-cloudy-day,0.0006,0.03,1.0999999999999983,-1.811111111111112,32.51,0.94,5.81,8.98,257.0,0.75,0.0,3.313,snow,0.003,,,01-01T09,1,9,2017-01-02
1483347600,Mostly Cloudy,partly-cloudy-day,0.001,0.19,1.1333333333333329,-2.3888888888888893,33.1,0.96,7.4,9.61,272.0,0.75,0.0,2.093,rain,,,,01-01T10,1,10,2017-01-02
1483351200,Mostly Cloudy,partly-cloudy-day,0.0003,0.19,1.6499999999999995,-1.5166666666666668,33.51,0.94,6.71,10.01,278.0,0.75,0.0,3.108,rain,,,,01-01T11,1,11,2017-01-02
1483354800,Mostly Cloudy,partly-cloudy-day,0.0003,0.03,1.8333333333333317,-0.9888888888888895,33.55,0.93,5.93,8.15,289.0,0.75,0.0,3.73,rain,,,,01-01T12,1,12,2017-01-02
1483358400,Mostly Cloudy,partly-cloudy-day,0.0014,0.25,2.3944444444444457,-0.33333333333333415,34.66,0.94,5.94,7.25,290.0,0.75,0.0,5.247,rain,,,,01-01T13,1,13,2017-01-02
1483362000,Mostly Cloudy,partly-cloudy-day,0.0006,0.25,2.727777777777776,-0.055555555555556344,34.31,0.9,6.24,9.08,282.0,0.75,0.0,6.216,rain,,,,01-01T14,1,14,2017-01-02
1483365600,Mostly Cloudy,partly-cloudy-day,0.0,0.0,2.5166666666666675,0.25000000000000155,32.89,0.87,4.93,8.1,295.0,0.75,0.0,6.216,,,,,01-01T15,1,15,2017-01-02
1483369200,Mostly Cloudy,partly-cloudy-night,0.0,0.0,2.333333333333335,-0.6555555555555554,32.58,0.87,6.6,12.01,285.0,0.75,0.0,6.216,,,,,01-01T16,1,16,2017-01-02
1483372800,Mostly Cloudy,partly-cloudy-night,0.0,0.0,1.3888888888888888,-1.0000000000000004,31.08,0.87,4.78,5.49,284.0,0.58,0.0,6.216,,,,,01-01T17,1,17,2017-01-02
1483376400,Partly Cloudy,partly-cloudy-night,0.0,0.0,0.3388888888888886,-3.1444444444444444,29.8,0.89,6.85,10.01,276.0,0.3,0.0,6.216,,,,,01-01T18,1,18,2017-01-02
1483380000,Partly Cloudy,partly-cloudy-night,0.0,0.0,0.17777777777777792,-2.155555555555555,29.6,0.9,4.31,5.09,269.0,0.19,0.0,6.216,,,,,01-01T19,1,19,2017-01-02
1483383600,Clear,clear-night,0.0,0.0,-0.3166666666666668,-4.0166666666666675,28.99,0.91,7.06,7.06,261.0,,0.0,6.216,,,,,01-01T20,1,20,2017-01-02
1483387200,Clear,clear-night,0.0,0.0,-0.6111111111111119,-4.044444444444445,28.71,0.91,6.25,7.01,251.0,,0.0,6.216,,,,,01-01T21,1,21,2017-01-02
1483390800,Partly Cloudy,partly-cloudy-night,0.0,0.0,-1.0777777777777784,-4.438888888888887,28.5,0.94,5.89,7.1,244.0,0.19,0.0,6.216,,,,,01-01T22,1,22,2017-01-02
1483394400,Partly Cloudy,partly-cloudy-night,0.0,0.0,-0.8611111111111115,-4.8500000000000005,28.42,0.92,7.52,10.01,237.0,0.3,0.0,6.216,,,,,01-01T23,1,23,2017-01-02
1483398000,Mostly Cloudy,partly-cloudy-night,0.0,0.0,-0.29444444444444506,-4.044444444444445,29.44,0.92,7.2,9.0,229.0,0.75,0.0,6.216,,,,,01-02T00,1,0,2017-01-03
1483401600,Mostly Cloudy,partly-cloudy-night,0.0,0.0,0.19444444444444522,-3.672222222222222,30.83,0.94,7.81,8.09,238.0,0.75,0.0,2.53,,,,,01-02T01,1,1,2017-01-03
1483405200,Mostly Cloudy,partly-cloudy-night,0.0,0.0,0.6166666666666664,-2.822222222222221,31.71,0.95,6.87,9.48,247.0,0.75,0.0,4.455,,,,,01-02T02,1,2,2017-01-03
1483408800,Mostly Cloudy,partly-cloudy-night,0.0,0.0,1.1166666666666656,-2.6722222222222216,32.8,0.95,8.17,13.33,256.0,0.75,0.0,6.216,,,,,01-02T03,1,3,2017-01-03
1483412400,Mostly Cloudy,partly-cloudy-night,0.0,0.0,1.3277777777777782,-2.116666666666666,33.4,0.96,7.29,11.46,254.0,0.75,0.0,5.666,,,,,01-02T04,1,4,2017-01-03
1483416000,Overcast,cloudy,0.0015,0.03,1.6777777777777796,-2.0555555555555554,33.66,0.95,8.39,10.27,261.0,0.89,0.0,6.216,rain,,,,01-02T05,1,5,2017-01-03
1483419600,Overcast,cloudy,0.0,0.0,1.900000000000001,-1.8166666666666664,33.74,0.94,8.49,12.23,263.0,0.89,0.0,6.216,,,,,01-02T06,1,6,2017-01-03
1483423200,Mostly Cloudy,partly-cloudy-night,0.0,0.0,2.055555555555557,-1.8333333333333337,33.85,0.93,9.21,12.04,257.0,0.86,0.0,6.216,,,,,01-02T07,1,7,2017-01-03
1483426800,Mostly Cloudy,partly-cloudy-night,0.0,0.0,2.177777777777779,-1.6111111111111103,33.87,0.92,8.95,13.31,260.0,0.86,0.0,6.216,,,,,01-02T08,1,8,2017-01-03
1483430400,Mostly Cloudy,partly-cloudy-day,0.0,0.0,2.255555555555557,-1.9444444444444444,34.24,0.93,10.56,11.45,254.0,0.75,0.0,6.216,,,,,01-02T09,1,9,2017-01-03
1483434000,Mostly Cloudy,partly-cloudy-day,0.0,0.0,2.4777777777777783,-1.7944444444444447,34.94,0.94,11.07,13.59,246.0,0.75,0.0,6.216,,,,,01-02T10,1,10,2017-01-03
1483437600,Mostly Cloudy,partly-cloudy-day,0.0,0.0,2.883333333333332,-1.6055555555555558,35.43,0.93,12.49,16.6,251.0,0.75,0.0,6.216,,,,,01-02T11,1,11,2017-01-03
1483441200,Mostly Cloudy,partly-cloudy-day,0.001,0.19,3.111111111111112,-1.377777777777778,35.39,0.92,12.81,18.28,250.0,0.75,0.0,6.216,rain,,,,01-02T12,1,12,2017-01-03
1483444800,Mostly Cloudy,partly-cloudy-day,0.0,0.0,3.327777777777779,-0.9111111111111114,35.38,0.9,11.88,16.99,246.0,0.75,0.0,6.216,,,,,01-02T13,1,13,2017-01-03
1483448400,Possible Drizzle,rain,0.0018,0.5,3.3444444444444463,-1.2055555555555566,35.79,0.92,13.4,17.1,241.0,0.75,0.0,6.216,rain,,,,01-02T14,1,14,2017-01-03
1483452000,Light Rain,rain,0.0169,0.74,3.111111111111112,-1.722222222222223,35.76,0.93,14.57,18.89,234.0,0.75,0.0,5.867,rain,,,,01-02T15,1,15,2017-01-03
1483455600,Drizzle,rain,0.0132,0.74,3.4611111111111095,-1.1111111111111112,35.88,0.91,13.68,17.88,245.0,0.75,0.0,6.216,rain,,,,01-02T16,1,16,2017-01-03
1483459200,Mostly Cloudy,partly-cloudy-night,0.0015,0.29,3.4611111111111095,-1.377777777777778,35.77,0.91,15.15,18.28,250.0,0.75,0.0,6.216,rain,,,,01-02T17,1,17,2017-01-03
1483462800,Mostly Cloudy,partly-cloudy-night,0.0,0.0,3.6944444444444438,-1.3333333333333326,36.0,0.9,16.66,24.61,241.0,0.75,0.0,6.216,,,,,01-02T18,1,18,2017-01-03
1483466400,Possible Drizzle,rain,0.0022,0.51,3.099999999999999,-2.2500000000000004,35.36,0.92,17.57,29.02,236.0,0.75,0.0,6.216,rain,,,,01-02T19,1,19,2017-01-03
1483470000,Drizzle,rain,0.0106,0.76,2.5944444444444454,-2.8999999999999995,34.61,0.92,17.54,25.69,233.0,0.75,0.0,6.216,rain,,,,01-02T20,1,20,2017-01-03
1483473600,Drizzle,rain,0.011,0.75,2.5166666666666675,-2.8666666666666667,34.63,0.93,16.75,24.75,233.0,0.75,0.0,3.588,rain,,,,01-02T21,1,21,2017-01-03
1483477200,Drizzle,rain,0.0094,0.75,2.7333333333333343,-2.2777777777777786,35.28,0.94,14.95,18.44,240.0,0.75,0.0,5.666,rain,,,,01-02T22,1,22,2017-01-03
1483480800,Possible Drizzle,rain,0.0013,0.39,3.4611111111111095,-1.6111111111111103,35.83,0.91,16.55,20.13,235.0,0.75,0.0,6.216,rain,,,,01-02T23,1,23,2017-01-03
1483484400,Mostly Cloudy,partly-cloudy-night,0.0,0.0,3.9722222222222214,-0.7888888888888899,36.12,0.89,15.54,29.32,231.0,0.75,0.0,6.216,,,,,01-03T00,1,0,2017-01-04
1483488000,Mostly Cloudy,partly-cloudy-night,0.0,0.0,4.055555555555554,-1.2277777777777783,37.22,0.92,19.06,29.96,237.0,0.75,0.0,5.867,,,,,01-03T01,1,1,2017-01-04
1483491600,Possible Drizzle,rain,0.0022,0.42,4.6333333333333355,-0.46111111111111014,37.68,0.9,19.03,35.19,249.0,0.75,0.0,6.216,rain,,,,01-03T02,1,2,2017-01-04
1483495200,Possible Light Rain,rain,0.0184,0.62,4.1499999999999995,-0.4222222222222231,36.41,0.89,14.71,33.57,257.0,0.75,0.0,4.483,rain,,,,01-03T03,1,3,2017-01-04
1483498800,Light Rain,rain,0.0973,0.76,2.8777777777777778,-1.5111111111111104,35.01,0.92,12.06,15.29,264.0,0.89,0.0,6.216,rain,,,,01-03T04,1,4,2017-01-04
1483502400,Drizzle,rain,0.0139,0.75,2.938888888888888,-1.5999999999999994,35.18,0.92,12.81,17.6,251.0,0.75,0.0,6.216,rain,,,,01-03T05,1,5,2017-01-04
1483506000,Partly Cloudy,partly-cloudy-night,0.0,0.0,3.0944444444444446,-1.2944444444444434,33.88,0.86,12.31,20.6,250.0,0.44,0.0,6.216,,,,,01-03T06,1,6,2017-01-04
1483509600,Mostly Cloudy,partly-cloudy-night,0.0,0.0,3.0944444444444446,-1.3833333333333324,33.76,0.86,12.73,16.57,257.0,0.61,0.0,6.216,,,,,01-03T07,1,7,2017-01-04
1483513200,Mostly Cloudy,partly-cloudy-night,0.0,0.0,3.711111111111111,-1.25,33.95,0.83,16.32,21.93,270.0,0.75,0.0,6.216,,,,,01-03T08,1,8,2017-01-04
1483516800,Mostly Cloudy,partly-cloudy-day,0.0,0.0,4.005555555555556,-1.083333333333333,34.24,0.82,17.67,28.94,260.0,0.75,0.0,6.216,,,,,01-03T09,1,9,2017-01-04
1483520400,Mostly Cloudy,partly-cloudy-day,0.0,0.0,4.005555555555556,-1.1055555555555547,32.8,0.78,17.83,32.02,268.0,0.61,0.0,6.216,,,,,01-03T10,1,10,2017-01-04
1483524000,Mostly Cloudy,partly-cloudy-day,0.0013,0.03,4.005555555555556,-0.9722222222222222,33.57,0.8,16.93,30.28,260.0,0.61,0.0,6.216,rain,,,,01-03T11,1,11,2017-01-04
1483527600,Mostly Cloudy,partly-cloudy-day,0.0,0.0,4.283333333333334,-0.4888888888888883,33.97,0.8,16.16,32.44,270.0,0.75,0.0,6.216,,,,,01-03T12,1,12,2017-01-04
1483531200,Mostly Cloudy,partly-cloudy-day,0.0002,0.03,3.9222222222222234,-0.3166666666666668,34.89,0.85,12.63,28.16,277.0,0.75,0.0,6.216,rain,,,,01-03T13,1,13,2017-01-04
1483534800,Possible Light Sleet,sleet,0.0052,0.53,3.316666666666666,-0.905555555555555,33.86,0.85,11.79,16.68,298.0,0.75,0.0,2.173,sleet,,,,01-03T14,1,14,2017-01-04
1483538400,Possible Light Snow,snow,0.0172,0.51,1.9166666666666683,-1.9722222222222225,32.78,0.9,9.09,9.96,306.0,0.58,0.0,6.216,snow,0.0841,,,01-03T15,1,15,2017-01-04
1483542000,Mostly Cloudy,partly-cloudy-night,0.0,0.0,1.9611111111111117,-1.4555555555555562,32.68,0.89,7.6,10.15,311.0,0.75,0.0,6.216,,,,,01-03T16,1,16,2017-01-04
1483545600,Mostly Cloudy,partly-cloudy-night,0.0,0.0,2.0388888888888896,-1.655555555555556,31.57,0.85,8.54,14.56,313.0,0.75,0.0,6.216,,,,,01-03T17,1,17,2017-01-04
1483549200,Mostly Cloudy,partly-cloudy-night,0.001,0.03,1.3944444444444433,-1.9166666666666663,31.36,0.88,6.97,9.26,319.0,0.75,0.0,4.702,snow,0.0089,,,01-03T18,1,18,2017-01-04
1483552800,Mostly Cloudy,partly-cloudy-night,0.0029,0.28,1.2555555555555544,-2.422222222222222,30.59,0.86,7.92,12.49,322.0,0.75,0.0,6.216,snow,0.0267,,,01-03T19,1,19,2017-01-04
1483556400,Mostly Cloudy,partly-cloudy-night,0.0,0.0,1.0999999999999983,-2.3666666666666676,29.89,0.85,7.23,8.16,316.0,0.75,0.0,6.216,,,,,01-03T20,1,20,2017-01-04
1483560000,Mostly Cloudy,partly-cloudy-night,0.0,0.0,0.9722222222222222,-2.3444444444444437,29.58,0.85,6.74,10.24,314.0,0.75,0.0,6.216,,,,,01-03T21,1,21,2017-01-04
1483563600,Mostly Cloudy,partly-cloudy-night,0.0,0.0,0.9722222222222222,-2.261111111111111,29.14,0.83,6.52,9.15,309.0,0.75,0.0,6.216,,,,,01-03T22,1,22,2017-01-04
1483567200,Mostly Cloudy,partly-cloudy-night,0.0,0.0,0.68888888888889,-2.9611111111111104,29.03,0.84,7.5,15.49,325.0,0.75,0.0,6.216,,,,,01-03T23,1,23,2017-01-04
1483570800,Mostly Cloudy,partly-cloudy-night,0.0,0.0,0.06666666666666525,-2.7333333333333343,28.57,0.87,5.15,8.72,336.0,0.58,0.0,6.216,,,,,01-04T00,1,0,2017-01-05
1483574400,Mostly Cloudy,partly-cloudy-night,0.0003,0.21,0.14444444444444335,-3.638888888888889,27.77,0.83,7.54,10.28,351.0,0.75,0.0,6.216,snow,0.0032,,,01-04T01,1,1,2017-01-05
1483578000,Possible Flurries,snow,0.0039,0.63,-0.23888888888888873,-3.638888888888889,26.85,0.82,6.35,10.15,359.0,0.75,0.0,6.216,snow,0.0393,,,01-04T02,1,2,2017-01-05
1483581600,Mostly Cloudy,partly-cloudy-night,0.0,0.0,-0.7111111111111117,-4.522222222222222,26.81,0.85,7.12,9.2,340.0,0.58,0.0,5.388,,,,,01-04T03,1,3,2017-01-05
1483585200,Mostly Cloudy,partly-cloudy-night,0.0,0.0,-0.7833333333333334,-4.294444444444445,26.15,0.83,6.36,11.41,337.0,0.58,0.0,6.216,,,,,01-04T04,1,4,2017-01-05
1483588800,Mostly Cloudy,partly-cloudy-night,0.0,0.0,-1.0111111111111113,-4.927777777777779,25.9,0.84,7.25,12.19,340.0,0.58,0.0,6.216,,,,,01-04T05,1,5,2017-01-05
1483592400,Mostly Cloudy,partly-cloudy-night,0.0,0.0,-1.0277777777777786,-4.98888888888889,25.38,0.82,7.36,9.31,343.0,0.75,0.0,6.216,,,,,01-04T06,1,6,2017-01-05
1483596000,Mostly Cloudy,partly-cloudy-night,0.0,0.0,-1.6722222222222232,-5.344444444444445,25.35,0.86,6.32,12.54,339.0,0.75,0.0,6.216,,,,,01-04T07,1,7,2017-01-05
1483599600,Partly Cloudy,partly-cloudy-night,0.0,0.0,-1.9611111111111117,-5.716666666666666,24.01,0.83,6.39,9.62,351.0,0.44,0.0,6.216,,,,,01-04T08,1,8,2017-01-05
1483603200,Partly Cloudy,partly-cloudy-day,0.0,0.0,-2.3666666666666676,-6.7444444444444445,24.28,0.87,7.69,11.04,346.0,0.44,0.0,3.905,,,,,01-04T09,1,9,2017-01-05
1483606800,Mostly Cloudy,partly-cloudy-day,0.0,0.0,-2.033333333333333,-6.26111111111111,24.71,0.86,7.5,10.25,356.0,0.75,0.0,3.795,,,,,01-04T10,1,10,2017-01-05
1483610400,Mostly Cloudy,partly-cloudy-day,0.0,0.0,-1.7833333333333339,-5.822222222222223,23.69,0.81,7.14,11.57,8.0,0.58,0.0,6.216,,,,,01-04T11,1,11,2017-01-05
1483614000,Mostly Cloudy,partly-cloudy-day,0.0,0.0,-1.3833333333333324,-5.594444444444445,21.02,0.7,7.82,15.59,6.0,0.75,0.0,6.216,,,,,01-04T12,1,12,2017-01-05
1483617600,Partly Cloudy,partly-cloudy-day,0.0,0.0,-1.5444444444444452,-6.327777777777778,18.04,0.63,9.4,16.35,7.0,0.44,0.0,6.216,,,,,01-04T13,1,13,2017-01-05
1483621200,Partly Cloudy,partly-cloudy-day,0.0,0.0,-1.7666666666666666,-6.872222222222224,16.45,0.59,10.28,18.9,355.0,0.44,0.0,6.216,,,,,01-04T14,1,14,2017-01-05
1483624800,Mostly Cloudy,partly-cloudy-day,0.0,0.0,-2.0222222222222226,-6.883333333333334,15.25,0.57,9.31,13.54,6.0,0.61,0.0,6.216,,,,,01-04T15,1,15,2017-01-05
1483628400,Mostly Cloudy,partly-cloudy-day,0.0,0.0,-3.2111111111111117,-8.1,17.25,0.68,8.58,13.19,356.0,0.58,0.0,4.702,,,,,01-04T16,1,16,2017-01-05
1483632000,Partly Cloudy,partly-cloudy-night,0.0,0.0,-3.866666666666667,-8.205555555555556,17.38,0.72,6.85,8.76,355.0,0.3,0.0,6.216,,,,,01-04T17,1,17,2017-01-05
1483635600,Partly Cloudy,partly-cloudy-night,0.0,0.0,-4.683333333333334,-8.433333333333334,15.95,0.72,5.34,8.73,338.0,0.19,0.0,6.216,,,,,01-04T18,1,18,2017-01-05
1483639200,Partly Cloudy,partly-cloudy-night,0.0,0.0,-4.8388888888888895,-9.377777777777778,14.63,0.69,6.85,12.32,334.0,0.19,0.0,6.216,,,,,01-04T19,1,19,2017-01-05
1483642800,Clear,clear-night,0.0,0.0,-5.599999999999999,-9.877777777777778,14.54,0.73,6.0,6.73,341.0,,0.0,6.216,,,,,01-04T20,1,20,2017-01-05
1483646400,Partly Cloudy,partly-cloudy-night,0.0,0.0,-5.750000000000001,-10.25,14.54,0.74,6.38,8.15,332.0,0.44,0.0,6.216,,,,,01-04T21,1,21,2017-01-05
1483650000,Partly Cloudy,partly-cloudy-night,0.0,0.0,-5.916666666666666,-9.872222222222222,14.17,0.73,5.32,6.14,324.0,0.33,0.0,6.216,,,,,01-04T22,1,22,2017-01-05
1483653600,Partly Cloudy,partly-cloudy-night,0.0,0.0,-6.327777777777778,-9.755555555555556,14.41,0.77,4.37,6.52,334.0,0.19,0.0,6.216,,,,,01-04T23,1,23,2017-01-05
1483657200,Clear,clear-night,0.0,0.0,-6.705555555555556,-10.122222222222222,14.25,0.78,4.27,7.57,332.0,,0.0,6.216,,,,,01-05T00,1,0,2017-01-06
1483660800,Clear,clear-night,0.0,0.0,-6.716666666666667,-11.261111111111111,13.61,0.76,6.11,8.99,335.0,,0.0,6.216,,,,,01-05T01,1,1,2017-01-06
1483664400,Clear,clear-night,0.0,0.0,-6.583333333333334,-6.583333333333334,14.17,0.77,2.66,5.51,343.0,,0.0,6.216,,,,,01-05T02,1,2,2017-01-06
1483668000,Clear,clear-night,0.0,0.0,-7.0055555555555555,-9.672222222222222,13.81,0.79,3.28,4.55,338.0,,0.0,6.216,,,,,01-05T03,1,3,2017-01-06
1483671600,Clear,clear-night,0.0,0.0,-7.7444444444444445,-11.988888888888887,12.46,0.78,5.25,8.99,316.0,,0.0,6.216,,,,,01-05T04,1,4,2017-01-06
1483675200,Clear,clear-night,0.0,0.0,-7.122222222222222,-9.694444444444445,13.04,0.77,3.15,8.99,320.0,,0.0,6.216,,,,,01-05T05,1,5,2017-01-06
1483678800,Clear,clear-night,0.0,0.0,-7.394444444444444,-12.149999999999999,13.43,0.8,6.25,7.01,330.0,,0.0,6.216,,,,,01-05T06,1,6,2017-01-06
1483682400,Clear,clear-night,0.0,0.0,-7.7444444444444445,-11.91111111111111,13.33,0.81,5.12,7.99,306.0,,0.0,6.216,,,,,01-05T07,1,7,2017-01-06
1483686000,Clear,clear-night,0.0,0.0,-8.027777777777779,-8.027777777777779,12.88,0.82,2.85,4.0,301.0,,0.0,6.216,,,,,01-05T08,1,8,2017-01-06
1483689600,Clear,clear-day,0.0,0.0,-8.366666666666667,-11.183333333333334,12.98,0.84,3.23,3.23,279.0,,,6.216,,,,,01-05T09,1,9,2017-01-06
1483693200,Clear,clear-day,0.0,0.0,-6.961111111111112,-9.905555555555555,14.25,0.8,3.6,5.58,297.0,,,6.216,,,,,01-05T10,1,10,2017-01-06
1483696800,Partly Cloudy,partly-cloudy-day,0.0,0.0,-5.405555555555556,-9.17222222222222,15.99,0.76,5.14,7.11,305.0,0.44,0.0,6.216,,,,,01-05T11,1,11,2017-01-06
1483700400,Partly Cloudy,partly-cloudy-day,0.0,0.0,-4.01111111111111,-6.866666666666666,16.15,0.69,4.07,5.2,310.0,0.3,0.0,6.216,,,,,01-05T12,1,12,2017-01-06
1483704000,Partly Cloudy,partly-cloudy-day,0.0,0.0,-3.455555555555555,-3.455555555555555,16.89,0.69,2.8,4.97,294.0,0.3,0.0,6.216,,,,,01-05T13,1,13,2017-01-06
1483707600,Partly Cloudy,partly-cloudy-day,0.0,0.0,-2.855555555555556,-5.538888888888888,16.62,0.65,4.09,6.6,301.0,0.19,0.0,6.216,,,,,01-05T14,1,14,2017-01-06
1483711200,Partly Cloudy,partly-cloudy-day,0.0,0.0,-2.833333333333334,-6.5166666666666675,16.45,0.64,5.87,10.99,305.0,0.3,0.0,6.216,,,,,01-05T15,1,15,2017-01-06
